Item_desp,pay_num,category
STAINLESS STEEL TRAY FOOD WITH LID,0,STAINLESS STEEL TRAY FOOD WITH LID
STAND,0,STAND
Stand drip mobile Type A mild steel,0,Stand drip mobile Type A mild steel
Stand drip mobile type C,0,Stand drip mobile type C
Stand drip mobile type C staineless steel,0,Stand drip mobile type C staineless steel
Stand hand sanitizer dispen foot press,61435,dispenser
Stand roll basic monitor Edan iM50,0,Stand roll basic monitor Edan iM50
"Stand, Bedpan & Urinal",0,"Stand, Bedpan & Urinal"
"Stand, Gas cylinder trolley, for 300 mm Diameter Cylinder",0,"Stand, Gas cylinder trolley, for 300 mm Diameter Cylinder"
"Stand, Medical Gas Cylinder",0,"Stand, Medical Gas Cylinder"
"STAND,MEDICAL",0,"STAND,MEDICAL"
"STAND,MEDICAL  DRIP",52152,"STAND,MEDICAL  DRIP"
Standard pillows,0,Standard pillows
Standard pillows blue,0,Standard pillows blue
Standards Pull-Up Bamners,0,Standards Pull-Up Bamners
STAPLES GIANT,0,STAPLES GIANT
Step bin (restroom),0,Step bin (restroom)
Step Sanitizer,0,Step Sanitizer
Step she bin ( wipes),294300,Step she bin ( wipes)
Steri-gage to monitor exposure 3m,0,Steri-gage to monitor exposure 3m
Stethoscope,0,Stethoscope
Stethoscope general,0,Stethoscope general
Stethoscope general use,0,Stethoscope general use
"Stethoscope, Adult/Paeds",0,"Stethoscope, Adult/Paeds"
Stick-on note,99,Stick-on note
Stick-on note & Floor decals for social distancing,1499,Stick-on note & Floor decals for social distancing
Stickers,1499,Stickers
STOOL,0,STOOL
STOOL  FOOT;DOUBLE STEP;RUBBER TOP,0,STOOL  FOOT;DOUBLE STEP;RUBBER TOP
Stool anaesthetist with castors,0,Stool anaesthetist with castors
Stool foot doouble step,0,Stool foot doouble step
Stool foot double step,0,Stool foot double step
Stool vistor hospital,0,Stool vistor hospital
"Stool, anaesthetic",0,"Stool, anaesthetic"
STRYKER BEDS,0,STRYKER BEDS
STRYROFOAM CONTAINERS PK,3744,STRYROFOAM CONTAINERS PK
Styrofoam containers,3120,Styrofoam containers
STYROFOAM CONTAINERS 12 PK,1872,STYROFOAM CONTAINERS 12 PK
STYROFOAM CONTAINERS 24 PK,3744,STYROFOAM CONTAINERS 24 PK
SUBSCRIPTION FEE,13382,SUBSCRIPTION FEE
Suction Electric,0,Suction Electric
"Suction pump, electric, mobile, with battery",0,"Suction pump, electric, mobile, with battery"
SUCTION SYSTEM,0,SUCTION SYSTEM
SUCTION SYSTEM TUBE WITH CANNULA REUSABLE,0,SUCTION SYSTEM TUBE WITH CANNULA REUSABLE
SUCTION UNIT,0,SUCTION UNIT
Suction unit hand pump operated portable,0,Suction unit hand pump operated portable
Suction Unit mobile battery,0,Suction Unit mobile battery
Suction unit mobile battery ULTRA:JX820D,0,Suction unit mobile battery ULTRA:JX820D
Suction unit wall mounted,0,Suction unit wall mounted
SUCTION UNIT WALL SUCTION,0,SUCTION UNIT WALL SUCTION
Suction unit wall-mount a complete Ultra,0,Suction unit wall-mount a complete Ultra
Suction unit wall-mount Dynavac ii Dual,0,Suction unit wall-mount Dynavac ii Dual
"Suction unit, wall mount, double",0,"Suction unit, wall mount, double"
Suit scrub disposable large coloured,0,Suit scrub disposable large coloured
Suit scrub disposable medium coloured,80445,Suit scrub disposable medium coloured
Suit scrub disposable x-large coloured,0,Suit scrub disposable x-large coloured
Suit scrub disposable xx-large coloured,0,Suit scrub disposable xx-large coloured
sunction unit mobile with battery,0,sunction unit mobile with battery
Supply & instal hands free sanitiz stand,0,Supply & instal hands free sanitiz stand
SUPPLY AND DELIVER PVC STAND SANITIZER PUMP BOTTLE AS PER SPEC,48300,SUPPLY AND DELIVER PVC STAND SANITIZER PUMP BOTTLE AS PER SPEC
SUPPLY AND DELIVERY OF 1000 CLOTH MASK WASHABLE LARGE WITH ULM LOGO 500 BLUE COLOR AND BURGUNDY COLOR,75000,SUPPLY AND DELIVERY OF 1000 CLOTH MASK WASHABLE LARGE WITH ULM LOGO 500 BLUE COLOR AND BURGUNDY COLOR
Sanitiser 25 Lieters,1720,Uncategorized sanitisers
Sanitiser 25 Liters,1720,Uncategorized sanitisers
SUPPLY AND DELIVERY OF ELECTRIC SANITIZING SPRAYERS,0,SUPPLY AND DELIVERY OF ELECTRIC SANITIZING SPRAYERS
Supply and Delivery of Fire Hoses as Per RFQ 72/2019/20,0,Supply and Delivery of Fire Hoses as Per RFQ 72/2019/20
"Supply and installation of Kimberly Clark Aquarius slimroll hand towel for 40 towels @ R1150 each + R350 installation cost =R1 500,00",69000,"Supply and installation of Kimberly Clark Aquarius slimroll hand towel for 40 towels @ R1150 each + R350 installation cost =R1 500,00"
SANITISER 5L 70%,1540,Uncategorized sanitisers
SANITISER 5L 70%                          D GERM HANDRUB 500ML (BB),1716,Uncategorized sanitisers
SANITISER 70% ALCOHOL 5LT,2001,Uncategorized sanitisers
Sanitisers (20L) 70% alcohol content,17250,Uncategorized sanitisers
Supply of personal protective equipment,0,Supply of personal protective equipment
"SUPPY, DELIVER AND 1 DAY TRAINING FOR 10 25L DISFECTANT CHEMICAL WATER BASED MACHINE",36400,"SUPPY, DELIVER AND 1 DAY TRAINING FOR 10 25L DISFECTANT CHEMICAL WATER BASED MACHINE"
Surface Disinfectant - Steriwise in Bottle 500ml,0,Surface Disinfectant - Steriwise in Bottle 500ml
Sanitisers (25L) 70% alcohol content,191640,Uncategorized sanitisers
Sanitisers (500ml) 70% alcohol content,42150,Uncategorized sanitisers
Surface wipe refills,88751,Uncategorized sanitisers
Surgical Face Mask - 50 P/Box,0,Uncategorized masks
Surgical Face Mask - Box of 100,0,Uncategorized masks
Surgical Face Mask 3PLY x1,0,Uncategorized masks
Surgical Face Mask with ties - 50 P/Box,0,Uncategorized masks
Surgical Gloves & Batteries,1795,Surgical Gloves & Batteries
Surgical gloves boxes,0,Surgical gloves boxes
Surgical goves 100 in a box,0,Surgical goves 100 in a box
Swabs alcohol sterile 24x30mm,64550,Swabs alcohol sterile 24x30mm
SWART PEPER,227,SWART PEPER
Syringe driver basic 42222002-00000,0,Syringe driver basic 42222002-00000
Syringe driver portable 41105104-00002/3,0,Syringe driver portable 41105104-00002/3
Syringe driver TCI paeds/adult,0,Syringe driver TCI paeds/adult
Syringe pump RT4-05-069(A)ME,0,Syringe pump RT4-05-069(A)ME
Syringe pumps,0,Syringe pumps
"SYRINGE,MEDICAL",0,"SYRINGE,MEDICAL"
"SYRINGE,MEDICAL  DENTAL",0,"SYRINGE,MEDICAL  DENTAL"
table overbed cantilever /cardiac table,0,table overbed cantilever /cardiac table
Table overbed cantilever ABS plastic,0,Table overbed cantilever ABS plastic
Table overbed cantilever bonded wood,0,Table overbed cantilever bonded wood
Table Theatre Orthopaedic 42295112,0,Table Theatre Orthopaedic 42295112
Table utility,0,Table utility
"Table, Overbed",0,"Table, Overbed"
"TABLE,MEDICAL",0,"TABLE,MEDICAL"
"TABLE,MEDICAL  CARDIAC",0,"TABLE,MEDICAL  CARDIAC"
"TABLE,MEDICAL OVERBED STAINLESS STEEL",358662,"TABLE,MEDICAL OVERBED STAINLESS STEEL"
"TABLE,MEDICAL THEATRE",0,"TABLE,MEDICAL THEATRE"
TAPE,0,TAPE
TAPE ADHESIVE 48MMX50M,1262,TAPE ADHESIVE 48MMX50M
Tape and clear bags,1106,Tape and clear bags
"TAPE,ADHESIVE,SURGICAL",0,"TAPE,ADHESIVE,SURGICAL"
"TAPE,SURGICAL",0,"TAPE,SURGICAL"
Sanitizer,74896,Uncategorized sanitisers
Telecommunication,36534787,Telecommunication
Sanitizer 500ml,141404,Uncategorized sanitisers
TEMPERATURE READER,27500,TEMPERATURE READER
Temperature Scanners,738250,Temperature Scanners
TENT FLAGS AND ACCESORIES,1275739,TENT FLAGS AND ACCESORIES
Test kits (Thermometer guns),24000,Test kits (Thermometer guns)
TEST STRIPS,27853,TEST STRIPS
TESTER TEMPERATURE,0,TESTER TEMPERATURE
SANITIZER 5LT,5993,Uncategorized sanitisers
SANITIZER ALCHOL HAND,21840,Uncategorized sanitisers
Sanitizer dispenser refills,10350,Uncategorized sanitisers
SANITIZER GEL 500ML,80,Uncategorized sanitisers
Sanitizer in 500ml,19315404,Uncategorized sanitisers
Sanitizer Mpumalanga,17820,Uncategorized sanitisers
Sanitizer refill,2250,Uncategorized sanitisers
Sanitizers,152299,Uncategorized sanitisers
SANITIZERS COVID 19,58454,Uncategorized sanitisers
SANITIZERS FOR COVID 19,83304,Uncategorized sanitisers
Sanitizing wipes,1266,Uncategorized sanitisers
Shine hand sanitiser 5L,1600,Uncategorized sanitisers
Shine sanitiser 500ml - Lavender,1500,Uncategorized sanitisers
SHINE SANITISER 500ML-LAVENDER,4500,Uncategorized sanitisers
SHINE SANITISER 5L/PINE,420,Uncategorized sanitisers
SUPPLY AND DELIVERY OF 25L HAND SANITIZERS 70% ALCOHOL BASED LIQUID,208000,Uncategorized sanitisers
supply and delivery of 5l sanitiser with 70% alcohol,130525,Uncategorized sanitisers
SUPPLY DELIVER 50 BOTTLES SPRAY SANITIZER AS PER ATTACHMENT,5750,Uncategorized sanitisers
"Supply of 60% alcohol based hand sanitisers 100ml bottle @ R37,50/ bottle (JHBE19/266-Quote  1 dd 24/04/2020)",56138,Uncategorized sanitisers
"Supply of 60% alcohol based hand sanitisers 150ml bottle @ R40,20/bottle (JHBE19/266-Quote  1 dd 24/04/2020)",643,Uncategorized sanitisers
"Supply of 60% alcohol based hand sanitisers 150ml bottle @ R40,20/bottle of 150ml (JHBE19/266-Quote  1 dd 24/04/2020)",1286,Uncategorized sanitisers
Surface Disinfectants,139000,Uncategorized sanitisers
Thermometer,31456,Thermometer
Surface Sanitisers & Disinfectants,18360,Uncategorized sanitisers
"WIPES,CLEANING , DISINFECTANT, BOX PER 100",1200,Uncategorized sanitisers
Adult Face Shields - HQ,9750,Visor / Face Shield
DROMAX SAFETY FACE SHIELDS CLEAR,2000,Visor / Face Shield
Face shiekd - clear,600,Visor / Face Shield
Face Shield,49363,Visor / Face Shield
"FACE SHIELD ; @ R89,90 / face shield; JHBE19/266-Quote  2 dd 01 June 2020",5394,Visor / Face Shield
"FACE SHIELD @ R89,90 / face shield",2697,Visor / Face Shield
Thermometer Batteries,80,Thermometer Batteries
Thermometer battries,775,Thermometer battries
Thermometer body digital infrared,0,Thermometer body digital infrared
Thermometer digital battery operated,0,Thermometer digital battery operated
Thermometer digital easy body,0,Thermometer digital easy body
"Thermometer, clinical",0,"Thermometer, clinical"
"Thermometer, Medical Infred",0,"Thermometer, Medical Infred"
"Face shield each for 500 @ R89,90 each",51693,Visor / Face Shield
Thiba Vimba Protection screens,47725,Thiba Vimba Protection screens
Tissues & sanitisers,1662,Tissues & sanitisers
Tissues & wipes,2779,Tissues & wipes
"Toilet seat cleaner refil in a hygienically sealed package @ R135,50 each",16050,"Toilet seat cleaner refil in a hygienically sealed package @ R135,50 each"
"Toilet seat cleaner refil in a hygienically sealed package for 6 @ R135,50/refill",935,"Toilet seat cleaner refil in a hygienically sealed package for 6 @ R135,50/refill"
Toilet seat cleaner refill in a hygienically sealed package,935,Toilet seat cleaner refill in a hygienically sealed package
"Toilet seat cleaner refill in a hygienically sealed package ; @ R135,50 / refill; JHBE19/266-Quote  2 dd 01 June 2020",16260,"Toilet seat cleaner refill in a hygienically sealed package ; @ R135,50 / refill; JHBE19/266-Quote  2 dd 01 June 2020"
Toilet seat cleaner refill in a hygienically sealed package = (3 x Refills @ R135.50/refill),934,Toilet seat cleaner refill in a hygienically sealed package = (3 x Refills @ R135.50/refill)
Toilet seat cleaner refill in a hygienically sealed package = (4 x Refills @ R135.50/refill),1247,Toilet seat cleaner refill in a hygienically sealed package = (4 x Refills @ R135.50/refill)
Toilet seat cleaner refill in a hygienically sealed package = (5 x Refills @ R135.50/refill),779,Toilet seat cleaner refill in a hygienically sealed package = (5 x Refills @ R135.50/refill)
Toiletpaper,311,Toiletpaper
TOILETRIES,2263965,TOILETRIES
Torch Thermometer,0,Torch Thermometer
Toshiba Xario 200(Tus-x200) Ultrasoun,611630,Toshiba Xario 200(Tus-x200) Ultrasoun
Total Amount,0,Total Amount
Tourniquet,0,Tourniquet
TOWEL,0,TOWEL
TOWEL FLEXI 1PLY 150M,3384,TOWEL FLEXI 1PLY 150M
Towel paper roll s/ply unperf 200mx182mm,0,Towel paper roll s/ply unperf 200mx182mm
"Towel, Paper Paper Tower Disp",3774938,"Towel, Paper Paper Tower Disp"
"TOWEL,PAPER",0,"TOWEL,PAPER"
Towels,0,Towels
TPH114/1 81/512818 Nursing transfer,0,TPH114/1 81/512818 Nursing transfer
Traction Table,0,Traction Table
Training,0,Training
Training OHS Training,10350,Training OHS Training
TRANSDUCER,0,TRANSDUCER
TRANSFER OF FUNDS FOR ADMINISTRATION OF STIPEND,0,TRANSFER OF FUNDS FOR ADMINISTRATION OF STIPEND
TRANSFER PAYMENTS TO SCHOOL FOR CURRICULUM SUPPORT: ORDER NUMBER,8508117,TRANSFER PAYMENTS TO SCHOOL FOR CURRICULUM SUPPORT: ORDER NUMBER
TRANSPORT,0,TRANSPORT
TRANSPORT FOR THE HOMELESS PEOPLE TO EASTERN CAPE,48000,TRANSPORT FOR THE HOMELESS PEOPLE TO EASTERN CAPE
transportation to vaaldam 159km,0,transportation to vaaldam 159km
Trap water ventilator D-fend,0,Trap water ventilator D-fend
Trigger,652,Trigger
Trigger spray bottle,1352,Trigger spray bottle
Trigger Spray clear,181,Trigger Spray clear
Trigger Sprayer,132,Trigger Sprayer
trip stand mobile,0,trip stand mobile
TROLLEY,0,TROLLEY
TROLLEY  EMERGENCY,0,TROLLEY  EMERGENCY
"TROLLEY / CARRIER, LINEN BAG, SINGLE",0,"TROLLEY / CARRIER, LINEN BAG, SINGLE"
Trolley anaesthetist size B type 5,0,Trolley anaesthetist size B type 5
Trolley anasthetist size C type 5,0,Trolley anasthetist size C type 5
TROLLEY BAG,26723,TROLLEY BAG
TROLLEY DRESSING 2 TIER,0,TROLLEY DRESSING 2 TIER
Trolley emergency crash cart modern type,0,Trolley emergency crash cart modern type
Trolley Emergency crash modern type,0,Trolley Emergency crash modern type
Trolley gas Cyclinder for 188mm cylinder,0,Trolley gas Cyclinder for 188mm cylinder
Trolley gas Cylinder,0,Trolley gas Cylinder
Trolley med dressing with bucket & bowl,0,Trolley med dressing with bucket & bowl
Trolley medic instrum 455x915mm no rail,0,Trolley medic instrum 455x915mm no rail
Trolley medical dressing size A type 4,0,Trolley medical dressing size A type 4
Trolley medical dressing size C type 4,0,Trolley medical dressing size C type 4
Trolley medical dressing type 4 size C,0,Trolley medical dressing type 4 size C
Trolley medical instrument size A type 2,0,Trolley medical instrument size A type 2
Trolley medical instrument type 2 size B,0,Trolley medical instrument type 2 size B
Trolley mortuary,0,Trolley mortuary
Trolley Morutuary 1860-2000mm,0,Trolley Morutuary 1860-2000mm
Trolley patient with mattress,0,Trolley patient with mattress
Trolley recovery complete with mattress,0,Trolley recovery complete with mattress
Trolley soiled instrument and inen,0,Trolley soiled instrument and inen
Trolley soiled instrument and linen,0,Trolley soiled instrument and linen
Trolley Soiled Linen Carrier with receptacle,0,Trolley Soiled Linen Carrier with receptacle
"TROLLEY STEEL PATIENT TRAUMA HEIGHT ADJUSTABLE,  X-RAY CASSETTE HOLDER, OXYGEN CYLINDER HOLDER AND DRIP ROD, SLIDE RAILS ON 4 CASTORS",0,"TROLLEY STEEL PATIENT TRAUMA HEIGHT ADJUSTABLE,  X-RAY CASSETTE HOLDER, OXYGEN CYLINDER HOLDER AND DRIP ROD, SLIDE RAILS ON 4 CASTORS"
Trolley utility,0,Trolley utility
"Trolley, Anaesthetic with one drawer",0,"Trolley, Anaesthetic with one drawer"
"Trolley, Emergency, Crash Cart",0,"Trolley, Emergency, Crash Cart"
"Trolley, medical, dressing, small (with guard rails)",0,"Trolley, medical, dressing, small (with guard rails)"
"Trolley, Medical, Dressing, Small, with guard rails",0,"Trolley, Medical, Dressing, Small, with guard rails"
"Trolley, Medical, Dressing, Small, with Guardrails",0,"Trolley, Medical, Dressing, Small, with Guardrails"
"Trolley, Medical, instruments, large (no guard rails)",0,"Trolley, Medical, instruments, large (no guard rails)"
"Trolley, Medical, Instruments, Large, No Guardrails",0,"Trolley, Medical, Instruments, Large, No Guardrails"
"Trolley, Medical, instruments, Medium (no guard rails)",0,"Trolley, Medical, instruments, Medium (no guard rails)"
"Trolley, Medical, Instruments, Medium, No Guardrails",0,"Trolley, Medical, Instruments, Medium, No Guardrails"
"Trolley, Soiled instruments (with 3 shelves)",0,"Trolley, Soiled instruments (with 3 shelves)"
"Trolley, Soiled Linen Carrier, with Receptacle",0,"Trolley, Soiled Linen Carrier, with Receptacle"
"Trolley, Soiled Linen, Instruments with 3-She;ves",0,"Trolley, Soiled Linen, Instruments with 3-She;ves"
"TROLLEY,MEDICAL",61546,"TROLLEY,MEDICAL"
TROUSERS,0,TROUSERS
TROUSERS  TROUSERS TROUSER,0,TROUSERS  TROUSERS TROUSER
TROUSERS COMBAT,0,TROUSERS COMBAT
"Face shield each@R89,90",2068,Visor / Face Shield
TUBE,0,TUBE
"TUBE,SURGICAL",0,"TUBE,SURGICAL"
TUMBLE DRYER,0,TUMBLE DRYER
TWINSAVER TOILET ROLLS (48),2417,TWINSAVER TOILET ROLLS (48)
ULTRASONIC EQUIPMENT,0,ULTRASONIC EQUIPMENT
UMMANGALISO PS,2218,UMMANGALISO PS
UMNQOPHISO PS,4096,UMNQOPHISO PS
UNIFORM / PROTECTIVE CLOTHING,234249,UNIFORM / PROTECTIVE CLOTHING
UNIFORMS,63756,UNIFORMS
UNIT,0,UNIT
URINAL,0,URINAL
Urinal male 910-1000ml with lid & handle,0,Urinal male 910-1000ml with lid & handle
Urinal Stands,0,Urinal Stands
"Urinal, Male, Stainless Steel",0,"Urinal, Male, Stainless Steel"
USASAZO HS,4520,USASAZO HS
V/P shunt set,0,V/P shunt set
VACUUM CLEANER HOOVER HEAVY DUTY 1600W WAP EXTRACT 600,0,VACUUM CLEANER HOOVER HEAVY DUTY 1600W WAP EXTRACT 600
VACUUM HOSE PROPBE,0,VACUUM HOSE PROPBE
Valumate MC infusion pumps,0,Valumate MC infusion pumps
Valve auto IAP monitoring device,0,Valve auto IAP monitoring device
Face Shield Masks,3000,Visor / Face Shield
FACE SHIELD WITH BAND,3297,Visor / Face Shield
VARK STUKKIES,1199,VARK STUKKIES
VEILIGHEIDSKERMS,9750,VEILIGHEIDSKERMS
Ventilator,0,Ventilator
VENTILATOR ADULT,0,VENTILATOR ADULT
Ventilator adult transport portable,341531,Ventilator adult transport portable
Ventilator circuit Evaqua 2 peads 4 RCA,0,Ventilator circuit Evaqua 2 peads 4 RCA
Ventilator circuit infant with G-219000,0,Ventilator circuit infant with G-219000
Ventilator circuit transport viasys 1200,0,Ventilator circuit transport viasys 1200
Ventilator comprehen neo Bellavista 1000,0,Ventilator comprehen neo Bellavista 1000
Ventilator CPAP Acutronic Fabian,0,Ventilator CPAP Acutronic Fabian
Ventilator drager oxylog 3000,0,Ventilator drager oxylog 3000
Ventilator infant breathing circuit kit,0,Ventilator infant breathing circuit kit
Ventilator modes Mindray: Wato EX35,0,Ventilator modes Mindray: Wato EX35
Ventilator paed & adult Carefusion AVEA,0,Ventilator paed & adult Carefusion AVEA
Ventilator paed & adult Hamilton C3,0,Ventilator paed & adult Hamilton C3
Ventilator paed & adult Servo-Air,0,Ventilator paed & adult Servo-Air
Ventilator paeds & adult Carefusion,0,Ventilator paeds & adult Carefusion
Ventilator positive 42272204-00003,0,Ventilator positive 42272204-00003
"VENTILATOR WITH PAEDS AND NEONATE MODES COMPLETE WITH CIRCURTS ,SIMV-VCV,PCV BIPAP",0,"VENTILATOR WITH PAEDS AND NEONATE MODES COMPLETE WITH CIRCURTS ,SIMV-VCV,PCV BIPAP"
"Ventilator, patient, Paeds and Adult",0,"Ventilator, patient, Paeds and Adult"
"Ventilator, transport",0,"Ventilator, transport"
"VENTILATOR,MEDICAL",6036268,"VENTILATOR,MEDICAL"
Ventilators ICU,0,Ventilators ICU
"Ventilators-ICU neonatal,paediatri adult",0,"Ventilators-ICU neonatal,paediatri adult"
Face Shield with black head band,34213,Visor / Face Shield
Verhuring van klank,5700,Verhuring van klank
VEST REFLECTIVE LIME -LARGE,933,VEST REFLECTIVE LIME -LARGE
VEST REFLECTIVE LIME -MEDIUM,718,VEST REFLECTIVE LIME -MEDIUM
VEST REFLECTIVE LIME -SMALL,718,VEST REFLECTIVE LIME -SMALL
video Laryngoscope,0,video Laryngoscope
"video laryngoscope,multiple blade,6-8'' trollley mouted screen",0,"video laryngoscope,multiple blade,6-8'' trollley mouted screen"
Video system laparoscopic genral surgery,0,Video system laparoscopic genral surgery
VIENNAS,600,VIENNAS
Vinyl Social distance sticker,785,Vinyl Social distance sticker
VINYL STICKERS,6900,VINYL STICKERS
Face Shields,24057,Visor / Face Shield
FACE SHIELDS COVID 19,1530,Visor / Face Shield
Faceshield,422,Visor / Face Shield
Visors disposable high-quality,0,Visors disposable high-quality
Vital Sign Monitor,0,Vital Sign Monitor
"Vital signs monitor, ICU",0,"Vital signs monitor, ICU"
"Vital Signs Monitor, Mobile",0,"Vital Signs Monitor, Mobile"
"Vital signs monitor, multi parameters (for A&E)",0,"Vital signs monitor, multi parameters (for A&E)"
Faceshields,105366,Visor / Face Shield
Faceshileds,350,Visor / Face Shield
Vouchers & Cake Flour,1900,Vouchers & Cake Flour
Walk in Scanners,8280000,Walk in Scanners
Wall mounted monitors: Mindray uMEC10,0,Wall mounted monitors: Mindray uMEC10
WALLACEDENE PS,4032,WALLACEDENE PS
Warmer radiant infant Olidef Matrix SC,0,Warmer radiant infant Olidef Matrix SC
"Warmer, blood/fluid ( SBAH X 3)",0,"Warmer, blood/fluid ( SBAH X 3)"
"Warmer, fluid cabinet, 200-300L",0,"Warmer, fluid cabinet, 200-300L"
"Warmer, patient, forced air",0,"Warmer, patient, forced air"
Warning Signs,129445,Warning Signs
PPE006 Visor / Face Shield,73569823,Visor / Face Shield
Washable 3D Masks,0,Uncategorized masks
WASHABLE FACE MASK,0,Uncategorized masks
WASHABLE FACE MASKS,0,Uncategorized masks
