Supplier_name,CSD_Registration_No,pay_num,No_of_orders,order_num,Count_of_institutions_serviced,Director
UNITED SCIENTIFIC,MAAA0021210,262372.5,5,230400,5,STADLER DEBBIE
UNITED SCIENTIFIC SA,MAAA0084466,76181.75,11,179969.25,11,LE ROUX Jacques
UNITED SCIENTIFIC SA,MAAA0084466,76181.75,11,179969.25,11,MILLER IAN
UNITED SCIENTIFIC SA,MAAA0084466,76181.75,11,179969.25,11,PILLAY SHARMLA
UNITED SCIENTIFIC SA,MAAA0084466,76181.75,11,179969.25,11,STADLER DEBBIE
UNITED STATIONS,MAAA0080081,3510720,4,3510720,4,BUNCE RIVAK ROBERT
UNITED STATIONS,MAAA0080081,3510720,4,3510720,4,EDWARDS JEFFERINE
UNITED STATIONS,MAAA0080081,3510720,4,3510720,4,GHOOS JENNIFER ANN
UNITED STATIONS,MAAA0080081,3510720,4,3510720,4,MOOLMAN TERENCE DESMOND
UNITED STATIONS,MAAA0080081,3510720,4,3510720,4,MOOLMAN TERRENCE DESMOND
UNITED STATIONS,MAAA0080081,3510720,4,3510720,4,PRINSLOO MARTHINUS JOHANNES
UNITED STATIONS,MAAA0080081,3510720,4,3510720,4,TILTMANN DAVID MARK
UNITRADE 1032,MAAA0026259,8285274.36,102,19807898.89,102,BAITCHU MANORMONIE
UNITRADE 1032,MAAA0026259,8285274.36,102,19807898.89,102,NAIDOO VIMLA
UNITRADE 1172,MAAA0337750,7360,1,7360,1,WORTMANN HANS
UNITRADE 1172,MAAA0337750,7360,1,7360,1,WORTMANN RITA
UNITY MEDIA EXPLOSION,MAAA0372821,7400,1,7400,1,BOIKANYO TSHEPO
UNIVERSAL PATHOLOGY LABORATORY SA,MAAA0966694,0,3,155300,3,DLAMINI KOLISA
UNIVERSAL PATHOLOGY LABORATORY SA,MAAA0966694,0,3,155300,3,DLAMINI MBUSI GOLDEN LLOYD
UNIVERSAL PATHOLOGY LABORATORY SA,MAAA0966694,0,3,155300,3,HANSRAJ AJAY
UNIVERSAL SAFETY PRODUCTS,MAAA0902868,1238550,2,1238550,2,EKSTEEN JORDEAN PHILLIPUS
UNIVERSAL SAFETY PRODUCTS,MAAA0902868,1238550,2,1238550,2,MOLOSANKWE TINTSWALO DAVID TUMELO
UNIVERSAL SEWING PRIMARY CO-OPERATIVE LIMITED,MAAA0158347,0,2,72000,2,MALOKA POPONE MATHILDA
UNIVERSAL SEWING PRIMARY CO-OPERATIVE LIMITED,MAAA0158347,0,2,72000,2,MATHULE MAMOEKETSI FELICIA
UNIVERSAL SEWING PRIMARY CO-OPERATIVE LIMITED,MAAA0158347,0,2,72000,2,MPEMBE MAHLANTSO SUZAN
UNIVERSAL SEWING PRIMARY CO-OPERATIVE LIMITED,MAAA0158347,0,2,72000,2,RADEBE LINDIWE EMELDA
UNIVERSAL SEWING PRIMARY CO-OPERATIVE LIMITED,MAAA0158347,0,2,72000,2,SILANDA MARIA
UNIVERSAL SEWING PRIMARY CO-OPERATIVE LIMITED,MAAA0158347,0,2,72000,2,SILANDA SAMUEL DOKI
UNIVERSAL STATIONERY AND PAPER SUPPLIES,MAAA0241340,640480.83,4,640480.83,4,ARENDSE CARL RONALD
UNIVERSAL WATER SOLUTIONS,MAAA0072211,1600000,1,1600000,1,DAYA SHARMILA NATVARLAL
UNIVERSAL WATER SOLUTIONS,MAAA0072211,1600000,1,1600000,1,DAYA VIKESHKUMAR PARSOTAM
University of Cape Town,MAAA0080068,0,1,45000,1,Dharamdev Rohithall
UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,MAAA0325294,591658.47,4,554996.47,4,AINSLIE GILLIAN MARY
UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,MAAA0325294,591658.47,4,554996.47,4,ARNOLD DAVID CHARLES
UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,MAAA0325294,591658.47,4,554996.47,4,BATEMAN ERIC DONN
UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,MAAA0325294,591658.47,4,554996.47,4,DAWSON Rodney
UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,MAAA0325294,591658.47,4,554996.47,4,GRANT PETER FRANCIS BONAVENTURE
UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,MAAA0325294,591658.47,4,554996.47,4,HUI KIT HING
UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,MAAA0325294,591658.47,4,554996.47,4,KYOBE MICHAEL
UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,MAAA0325294,591658.47,4,554996.47,4,NTUSI NTOBEKO AYANDA BUBELE
UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,MAAA0325294,591658.47,4,554996.47,4,PHAKENG ROSINA MAMOKGETHI
UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,MAAA0325294,591658.47,4,554996.47,4,PILLAY ROYSTON
UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,MAAA0325294,591658.47,4,554996.47,4,POTTER PAUL CHARLES
UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,MAAA0325294,591658.47,4,554996.47,4,VISSER DANIEL PETRUS
UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,MAAA0325294,591658.47,4,554996.47,4,WILLIAMSON CAROLYN
University of Johannesburg,MAAA0146250,493000,1,493000,1,MAMORARE NOLWAZI
UNLIMITED ABC TRADING AND PROJECTS,MAAA0205910,348000,3,522000,3,MASINGA SIFISO ZACHARIA
UNOMHLOBO I T AND PROJECTS,MAAA0465615,5480000,5,5480000,5,KHAKANA SIMPHIWO INNOCENT
UPINGTON ATELJEE,MAAA0147879,1935.45,1,1935.45,1,VAN DER WALT LOUIS STEPHANUS
UPTOWN TRADING 492,MAAA0403411,0,6,0,6,MACHETHE MAITE ELIZABETH
UPTOWN TRADING 492,MAAA0403411,0,6,0,6,SHILUBANA BINGLEY NKATEKO
UPVIEW GENERAL TRADING,MAAA0026205,85289.32,19,85291.78,19,MAGENGELELE MPUMZI
UPWARD SPIRAL 1519,MAAA0899364,45627,2,45627,2,BARNARD ADRIAN
UQALASA HOLDINGS,MAAA0829592,980,2,980,2,HADEBE ASANDA NOMFUNDO SIPHESIHLE
URBAN BUBBLZ PROJECTS,MAAA0013437,420000,1,0,1,LETEANE LETLHOGONOLO JOHN
URBAN CITY INITIATIVES,MAAA0535192,720000,2,720000,2,KHUMALO COLLEN MANQOBA
URBAN CITY INITIATIVES,MAAA0535192,720000,2,720000,2,NKOE ZONDILE MATTHEWS
URBAN CO,MAAA0835477,105067.35,10,105067.35,10,Martin DANIËL JOHANNES
URBAN ODYSSEY,MAAA0800528,3005,3,15005,3,NOHAJI KANYA BRUCE
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,AGENBACH JOHEEN
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,BROUGHTON ELENA KONSTANTINOVNA
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,COOK MARIKA THARIEN
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,CROZIER MARGUERITE NICOLE
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,DE BEER EUGENE LEON
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,KEELEY MATTHEW EDWARD
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,KEMPTHORNE ALEXANDRA JOAN
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,MANCI MLUGISI
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,MANCI MLUNGISI
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,MAPU SIMTHEMBILE
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,OBERHOLZER JUDEX LOUW
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,OBERHOLZER RUAN VILJOEN
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,VAN DER MERWE BAREND JOHANNES
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,VAN JAARSVELD PETRUS JOHANNES
URBAN-ECON DEVELOPMENT ECONOMISTS,MAAA0002345,112608,1,112608,1,VAN ZYL Werner
USAANDAS CATERING AND EVENTS MANAGEMENTS,MAAA0096274,8000,1,8000,1,DLIKILILI ASANDA OLWETHU
USE OF WORDS CONSTRUCTION AND PROJECTS,MAAA0173924,27000,2,27000,2,KHUMALO XOLISILE
USE OF WORDS CONSTRUCTION AND PROJECTS,MAAA0173924,27000,2,27000,2,KUBHEKA MAKHOSAZANA MAUREEN
USN GLASS AND ALUMINIUM,MAAA0542960,7400,1,7400,1,GQODWANA SIFUNDO PATRICK
USN GLASS AND ALUMINIUM,MAAA0542960,7400,1,7400,1,MYATAZA MZAMO
USN GLASS AND ALUMINIUM,MAAA0542960,7400,1,7400,1,NOGCOLO LUNGA
US-PECTS TRADING ENTERPRISE,MAAA0000457,23205,5,65845,5,BALOYI NHLAMULO AGGREY
US-PECTS TRADING ENTERPRISE,MAAA0000457,23205,5,65845,5,NGOBENI NOLAN
UTHINGO KITCHEN,MAAA0664559,23150,2,23150,2,TSHABALALA SINDISIWE URSULA
UTIKANE,MAAA0474997,0,1,16000,1,BUTHELEZI NOMFUNDO IGNATIA
UTUMISHI DYNAMIC CONSULTING,MAAA0550343,0,4,0,4,MABOGWANE JOSEPH LETSHELA
UTUMISHI DYNAMIC CONSULTING,MAAA0550343,0,4,0,4,SEKHULA KELEBOGILE BENJAMIN
UTYALO TRADING,MAAA0936643,0,2,35990000,2,NUNCO NIDIRA
UTYALO TRADING,MAAA0936643,0,2,35990000,2,SAAIMAN LILIRIE
UTYALO TRADING,MAAA0936643,0,2,35990000,2,STASSEN HEINRICH
UTYALO TRADING,MAAA0936643,0,2,35990000,2,STASSEN MIGNON
UV TOOLING,MAAA0924561,1311541.65,2,2516326.5,2,BOONZAAIER SMITTIE LOUIS
UV TOOLING,MAAA0924561,1311541.65,2,2516326.5,2,SWANEPOEL PIERRE ANDRIES BENJAMIN
UV TOOLING,MAAA0924561,1311541.65,2,2516326.5,2,VÖGELI LYNETTE MARIA
UV TOOLING,MAAA0924561,1311541.65,2,2516326.5,2,VÖGELI RUEDI MICHAEL
UV TOOLING,MAAA0924561,1311541.65,2,2516326.5,2,VÖGELI Ulrich
UVO Communication Design & Print (Pty) Ltd,MAAA0095143,414,1,414,1,GROBLER HEILETJE MARIA
UVO Communication Design & Print (Pty) Ltd,MAAA0095143,414,1,414,1,SKOSANA DAVID MANDLA
UVUKILE KAYILE TRADING ENTERPRISE,MAAA0367538,64613.52,4,516908.36,4,HLATSHWAYO JULIA MAKUTUMBANE
UYEMA HOLDINGS,MAAA0037703,84071.43,3,106438.75,3,MGWIGWI SINAZO ZIMASA
UZWANO INVESTMENTS 26,MAAA0151112,19080,4,19080,4,AMEEN ASHRAF MOOSA
UZZU16 TRADING,MAAA0035675,0,1,475000,1,STOUT UZUWAKHE ROMEO
V AND A PLACEMENT AGENCY,MAAA0682867,0,5,1305871.95,5,MENDOZA-VAN SCHALKWYK VICTOR GEORGE
V T MAPHANGA'S GENERAL BUSINESS ENTERPRISES,MAAA0456640,0,1,99429.3,1,MATHEBULA KHETHIWE SYLVER
V T MAPHANGA'S GENERAL BUSINESS ENTERPRISES,MAAA0456640,0,1,99429.3,1,NYALUNGA JABULILE
V W CIVIL ENGINEERING SUPPLIES,MAAA0186684,1633,1,1633,1,WEBSTER LEON GEORGE
Vaal University of Technology,MAAA0265147,15000,5,15000,5,COETZEE Les
VACUTEC,MAAA0017801,0,1,0,1,HOLTON JENNIFER
VACUTEC,MAAA0017801,0,1,0,1,HOLTON NATALIE JOANNE
VACUTEC,MAAA0017801,0,1,0,1,HOLTON RICHARD
VACUTEC,MAAA0017801,0,1,0,1,SIMON ANGELA
VAKASHA TRAVEL,MAAA0148607,834193,81,2349903,81,MABUZA SIBONGILA BELLA SYMPATHY
VAKASHA TRAVEL,MAAA0148607,834193,81,2349903,81,SMITH ETHIA
Vakunda Trust,MAAA0082052,1566,1,1566,1,DELPORT GRANT NEIL
Vakunda Trust,MAAA0082052,1566,1,1566,1,MASHOPE MANGI THELMA
Vakunda Trust,MAAA0082052,1566,1,1566,1,TAWANA ASLAM UBAIDULLAH MXOLISI
VALCOR TRADING AND PROJECTS,MAAA0809430,73349.6,4,73349.6,4,ARENDSE VALENCIA PAMELA
VALCOR TRADING AND PROJECTS,MAAA0809430,73349.6,4,73349.6,4,LESAR COURTNEY CLINT
VALCOR TRADING AND PROJECTS,MAAA0809430,73349.6,4,73349.6,4,LESAR GARY
VALCOR TRADING AND PROJECTS,MAAA0809430,73349.6,4,73349.6,4,LESAR JESSAMY NELLAN SYBIL
VALINOR TRADING 238,MAAA0165528,12361,2,12361.35,2,ALEXANDER BONIFACE MONTGOMERY
VALINOR TRADING 238,MAAA0165528,12361,2,12361.35,2,KGOSANA EPHRAIM PETROS PANUEL
VALINOR TRADING 238,MAAA0165528,12361,2,12361.35,2,MANCIYA RICHMAN THOBELA
VALLEY DISTRIBUTION EQUIPMENT,MAAA0200887,21255,9,21255,9,LAPINSKI JAQUELINE
VALLEY DISTRIBUTION EQUIPMENT,MAAA0200887,21255,9,21255,9,VINCENT KENNETH WILLIAM
VALOTONE 160,MAAA0012547,7102.49,10,23843.04,10,MPONDO OLWETHU
VALOTONE 160,MAAA0012547,7102.49,10,23843.04,10,NGAPI MZIMKULU
VALOTONE 181,MAAA0027022,29700,1,29700,1,MDOKO MNINAWA OKTOBER
VALOTORQUE ENVIRONMENTAL AND HYGIENIC SOLUTIONS,MAAA0294255,0,2,0,2,BASSED KAY CELESTE
VALUE CITY WHOLESALERS,MAAA0230600,4020.2,1,4020.2,1,AMEEN ISMAIL
VALUE MAX,MAAA0496019,132680.25,3,132680.25,3,MOTSAATHEBE THABO CLEMENT
VALUE NW INVESTMENTS,MAAA0956287,1022562.7,13,6148694.2,13,GAANABO MAPULE MIRRIAM
VALUE NW INVESTMENTS,MAAA0956287,1022562.7,13,6148694.2,13,MAKGOPA MAISA HENDRICK
VALUE NW INVESTMENTS,MAAA0956287,1022562.7,13,6148694.2,13,NAPHAKADE VELAKHE ANDREW
VALUMART ALBERTINIA,MAAA0278138,391913.49,5,406971.76,5,SMITH CLAIRE FRANCES ANNE
VALUMART ALBERTINIA,MAAA0278138,391913.49,5,406971.76,5,SMITH GILES ROBERT
VAL-U-PAC DISTRIBUTORS,MAAA0031087,11500,1,11500,1,ABBAS MOHAMMED RAFIQ
VAL-U-PAC DISTRIBUTORS,MAAA0031087,11500,1,11500,1,ABBAS MOHAMMED RIYAAD
VAL-U-PAC DISTRIBUTORS,MAAA0031087,11500,1,11500,1,GOOLAM NAFISA SHEIK DAWOOD
VAN NIEKERK BROS GLAS,MAAA0612912,49376.8,18,55880.8,18,VAN NIEKERK PIETER DANIEL
VAN SCHAIK BOOKSTORE,MAAA0000296,4848,1,4848,1,BUTHELEZI NDUDUZO COMFORT SANDILE
VAN SCHAIK BOOKSTORE,MAAA0000296,4848,1,4848,1,CATA OLWETHU
VAN SCHAIK BOOKSTORE,MAAA0000296,4848,1,4848,1,DE VRIES LINDA ELIZABETH RACHEL
VAN SCHAIK BOOKSTORE,MAAA0000296,4848,1,4848,1,DICKSON CARLO
VAN SCHAIK BOOKSTORE,MAAA0000296,4848,1,4848,1,ERASMUS STEPHAN
VAN SCHAIK BOOKSTORE,MAAA0000296,4848,1,4848,1,JANUARY ERNEST PETER
VAN SCHAIK BOOKSTORE,MAAA0000296,4848,1,4848,1,MAKHELE WILLIAM KAGISO
VAN SCHAIK BOOKSTORE,MAAA0000296,4848,1,4848,1,MOCUMI ZANELE
VAN TOEKA AF TAINMENT,MAAA0635356,48000,1,0,1,MATOLONG REALEBOGA REGINALD
VAN TOEKA AF TAINMENT,MAAA0635356,48000,1,0,1,TLHOLO BOITUMELO IMMACULATE
VANADA ENGRAVERS,MAAA0005139,9384,4,9384,4,ASHTON-SCOTT EDWARD
VANANDI,MAAA0465755,16775,1,16775,1,MNGOMEZULU MBHEKISENI
VANGUARD FIRE AND SAFETY INLAND,MAAA0232262,9780.75,1,9780.75,1,BUCHAN JOHN
VANGUARD FIRE AND SAFETY INLAND,MAAA0232262,9780.75,1,9780.75,1,LETSWALO JULIET MARIA
VANGUARD FIRE AND SAFETY INLAND,MAAA0232262,9780.75,1,9780.75,1,LETSWALO MOLEBATSI LAMSON
VANGUARD FIRE AND SAFETY INLAND,MAAA0232262,9780.75,1,9780.75,1,MAHABEER MEENADEVI
VAPORMAX TRADING AND PROJECTS,MAAA0677146,68007.37,2,68007.37,2,MONTEWA THATO CORNELIAS
VARDOFLASH,MAAA0355405,0,1,2480000,1,MALUNGISA NONKULULEKO CYNTHIA
VARDOFLASH,MAAA0355405,0,1,2480000,1,MZOZOYANA NONTUTUZELO
VARDOFLASH,MAAA0355405,0,1,2480000,1,TSOTSOBE LENNOX LONWABO
VARGAFON,MAAA0097201,46000,1,40000,1,MAGIDA MAWETHU
VARSITYEXTRA GRADUATE INSTITUTE,MAAA0357017,0,2,279539.7,2,RAMABULANA LONDANI
VASCOSPARK,MAAA0404839,444563.8,3,444563.8,3,MADIBANA TEBATSO AMOS
VASTEC TRADING ENTERPRISE,MAAA0913565,3000,1,3000,1,MACHABAPHALA MOTSATSI PORTIA
VASTEC TRADING ENTERPRISE,MAAA0913565,3000,1,3000,1,MACHETHE THABISO MICHAEL
VATAVATSHINDI MANAGEMENT SERVICES,MAAA0006208,500000,2,500000,2,MUTAVATSINDI PATRICK GEZANI
VATAVATSHINDI MANAGEMENT SERVICES,MAAA0006208,500000,2,500000,2,THOLE SIYAMAKELA SIBUSISO
VAUGHNS TRADING,MAAA0615621,199800,42,199800,42,BOSMAN SHERALDINE
VAUGHNS TRADING,MAAA0615621,199800,42,199800,42,BOSMAN WILLEM
VAWDAS PROMOTIONS,MAAA0051808,2019877.26,12,1906415,12,VAWDA RAZIYA
VAYA DOLOROSA TRADING,MAAA0529481,49560,1,49560,1,MAPHAGE MOTLOTLEGI PERCY
VCON EMPORIUM,MAAA0157116,44460,13,44483.71,13,MATHABATHA SENGWANE VICTOR
VDCI GROUP,MAAA1046596,105000,1,105000,1,SIYOKO AKHONA
VEBI INVESTMENTS,MAAA0000819,22500,1,22500,1,MAKAULA SIPHOSENKOSI ZANOXOLO
VECE TRADING AND TRANSPORTATION,MAAA0887045,0,1,11250,1,VECE MLAMLI ELLIOT
VEEDUN TRADING,MAAA0620379,3313640,22,3313640,22,LEKOLOANE LEHLOGONOLO VANNESA
VEEDUN TRADING,MAAA0620379,3313640,22,3313640,22,LELAKA FRANS TSHEPO
VEGSHOP,MAAA0416126,945.5,21,945.5,21,BARTELS ALBERT WILLEM
VEI TRADING AND PROJECTS,MAAA0829262,106800,6,106800,6,RAMASHAU HULISANI HELLEN
VELA 2 BE TRADING AND PROJECTS,MAAA0083961,15426.2,2,15426.2,2,MAGUBANE ZAMATHOLE NONGCEBO
VELA 2 BE TRADING AND PROJECTS,MAAA0083961,15426.2,2,15426.2,2,NGCOBO MTHOKOZISI MTHOBISI
VELA MEDICAL AND SURGICAL,MAAA0358526,0,1,499100,1,CHETTY LEON
VELATO MEGAWORKS,MAAA0099826,0,5,81100,5,SHIBURI VELAPHI ADVOCATE
VELDIACTORS,MAAA0963939,16185,2,16185,2,RAMOETLO VELLEY
VELEPA TRADING,MAAA0767794,0,1,0,1,NAIDOO NIETHIAKALYANI
VELI'S HIRING AND DECOR SERVICES,MAAA0280267,0,1,2552425,1,MSOMI BAVELILE
VELOUTE TRADING ENTERPRISE,MAAA0091318,12972,4,11280,4,LUBISI SBONISO NICHOLUS
VELOUTE TRADING ENTERPRISE,MAAA0091318,12972,4,11280,4,MASHEGO CALVIN MOJALEFA
VELOUTE TRADING ENTERPRISE,MAAA0091318,12972,4,11280,4,MASHEGO MOJALEFA CALVIN
VELOUTE TRADING ENTERPRISE,MAAA0091318,12972,4,11280,4,MOJELA PHILANE
VELTICOM TRADING AND ENTERPRISE,MAAA0144289,74400,6,74400,6,SEBETLELA MASHANKI MARY
VELVADOLITE SOLUTIONS,MAAA0486393,485000,3,485000,3,RAPHULU MASALA DONALD
VELVET AND EDGE SOLUTIONS,MAAA0665695,0,1,0,1,MATHAGU NDIVHUHO LILIAN
VELVET AND STEEL TRADING,MAAA0014654,123000,1,123000,1,MATHAGU NDIVHUHO LILIAN
VELVET TECHNOLOGIES,MAAA0429715,41656,2,41656,2,ROOILAND BREYTEN
VEMISANI SECURITY SERVICES,MAAA0072350,1588288.26,8,1588288.26,8,KHOARANE POPPY DOREEN
VEMISANI SECURITY SERVICES,MAAA0072350,1588288.26,8,1588288.26,8,KHOARANE THABISO GLADWIN
VENCORP PLACEMENTS,MAAA0162608,45561.13,2,45561.13,2,MARAIS JOHANNES PETRUS
VENCORP PLACEMENTS,MAAA0162608,45561.13,2,45561.13,2,PIETERSE CORNELIUS
VENGAREX,MAAA0745810,1034620,4,1034620,4,MACHABA LERATO
VENOLLA'S,MAAA0633486,1994,1,1994,1,RHOODE KELLY-ANN LAURETT
VENOLLA'S,MAAA0633486,1994,1,1994,1,RHOODE WILFRED THEODORE
VENTECO,MAAA0015249,12551.1,2,75306.6,2,MAPONYA SELAELO NORAH
VENTECO,MAAA0015249,12551.1,2,75306.6,2,Phetla STEVEN TSHEPO MATHUHLI
VENTECO,MAAA0015249,12551.1,2,75306.6,2,ROUX GERHARDUS JOHANNES
VENTISPOT,MAAA0157392,67663.25,7,69323.16,7,ELS OCKERT JACOBUS
VERDURA HOLDINGS,MAAA0461806,6000,2,6000,2,SHIPALANA SILENCE
VERIGREEN,MAAA0352061,1218218,10,5345420,10,MAZIYA SIBUSISO MICHAEL
VERIGREEN,MAAA0352061,1218218,10,5345420,10,MAZIYA THINA
VERITY PROJECTS AND TRADING,MAAA0911476,17500,1,17500,1,LOUW HANLI
VERNOLINE TRADING AND PROJECTS,MAAA0098420,26000,2,52000,2,PETERSEN EUSIBIO JERRY
VERONEK TRADING,MAAA0897341,162000,1,162000,1,KHUNOU JOHANNAH THABANG
VERTEX UPHOLSTERY,MAAA0279792,29250,2,29250,2,Retief JOHANETTA PETRU
VERTICE HEALTHCARE,MAAA0627630,0,1,28057.7,1,Britz ANTHONY FREDERICK
VERTICE HEALTHCARE,MAAA0627630,0,1,28057.7,1,GODARD PATRICK THIERRY
VERTICE HEALTHCARE,MAAA0627630,0,1,28057.7,1,HARTMANN ROLF MARK
VERTICE HEALTHCARE,MAAA0627630,0,1,28057.7,1,LOWICK JONATHAN RICHARD
VERTICE HEALTHCARE,MAAA0627630,0,1,28057.7,1,PRETORIUS HENDRI LAMPRECHT
VERTICE HEALTHCARE,MAAA0627630,0,1,28057.7,1,ROOS CHRISTO BAREND
VESCOTECH,MAAA0087901,18409.4,2,18409.4,2,VERWEY CORNÈ
VEZABONKE TRADING,MAAA0242638,0,1,4290000,1,NCANA VELISA BONKE
VHALEYA SUPPLIERS,MAAA0019039,157000,1,157000,1,SELETE MUKONDELELI PRISCILLA
VHAZWIMI PROPERTIES,MAAA0665877,22500,1,22500,1,MOTSUMI STEPHEN TSIETSI
VHOBITSO MANAGEMENT COMPANY,MAAA0687875,38104,2,38104,2,SELEBOGO KEOBIDITSE
VHUBVO GENERAL TRADING,MAAA0087474,2834.75,1,2834.75,1,MADIMA MUHATULI FAITH
VHUIMO MEDICAL SUPPLIERS,MAAA0945224,48000,2,51000,2,NGOBENI PRENETIA TUMELO
VHUKOTI TRADINGS,MAAA0467842,0,2,9382,2,CHAUKE TUMELO SILAS
VHUKOTI TRADINGS,MAAA0467842,0,2,9382,2,MAHOLE JORDAN NWANKAPE
VHUSA GROUP SA,MAAA0212227,960000,2,960000,2,TSHIDINO PHATHUTSHEDZO
VHUTHU,MAAA0012202,3478213,5,3478213,5,NTAVHANYENI JEFREE
VHUTHU,MAAA0012202,3478213,5,3478213,5,SIALA GUDANI
VHUYO CONSULTING,MAAA0014300,2338668,7,2054768,7,NEVHUTALU MPHO
VIBE DOT PROJECTS,MAAA0692597,14600,2,14600,2,BUSHU VUYISWA
VIBGYOR SUPPLIERS,MAAA0133172,685400,1,685400,1,HUSSAIN FAISAL ASGHAR
VIBGYOR SUPPLIERS,MAAA0133172,685400,1,685400,1,HUSSAIN ZAHIED
VIBRANT MEDICAL SUPPLIES,MAAA0379662,1366000,5,1366000,5,MALEBE TIISETSO
VIBRANT RL ENTERPRISE,MAAA0162623,654950,2,0,2,MASOKO RONALD LETLHOGONOLO
VIBRANT RL ENTERPRISE,MAAA0162623,654950,2,0,2,MOLOTSI KGOMOTSO
VIBRO INDUSTRIAL AND MINING SUPPLIES,MAAA0661684,0,1,4128.5,1,ELS MICHAEL NEVILLE
VIBTECH TRADING AND PROJECTS,MAAA0705978,1040000,1,1040000,1,SONO NONHLANHLA
VIC LEO TRADING,MAAA0205765,270000,1,270000,1,LEOPENG KGOSHI MOEMI
VICE WORX,MAAA0005197,14300,2,14300,2,SEKGOKA THAPELO JOSIAS
VICENDA,MAAA0021350,0,1,0,1,QUINTAL GILDA MARIA MARTINS
VICKY LANDMAN,MAAA0649233,9360,1,9360,1,LANDMAN VICKY
VICLOBI FINANCIAL SOLUTIONS,MAAA0599659,115000,1,115000,1,LOBI MAKHOSAZANA FORTUNATE
VICO AGENCIES,MAAA0094825,4368.85,3,3163,3,LUTCHMINARAIN KASMERI MOONSEE
VICO AGENCIES,MAAA0094825,4368.85,3,3163,3,LUTCHMINARAIN NUNDKISSOR
VICTORIA PACKAGING,MAAA0376875,73.99,2,0,2,BAYAT FAIZEL DAWOOD
VICTORY ELECTRICAL,MAAA0021311,0,1,0,1,LAKAY JESSICA
VICTORY ELECTRICAL,MAAA0021311,0,1,0,1,SHERWIN KEVIN DOUGLAS
VICTORY TICKET 429,MAAA0070237,1811.25,2,1811.25,2,RYKLIEF FAHIMA
VICTORY TICKET 809,MAAA0022654,9020,2,9020,2,MTSHAZI NQABAKAZI
VIDA PHARMACEUTICALS,MAAA0060749,22200,1,22200,1,MATHIVHA DZIVHULUWANI PATRICIA
VIKAYEN SUPPLIES,MAAA0085680,677206.5,6,677206.5,6,PILLAY CARMEN
VIKAYEN SUPPLIES,MAAA0085680,677206.5,6,677206.5,6,PILLAY RIASHIN
VIKING BEDS,MAAA0746970,0,1,44562.96,1,O'NEILL RUSSELL DAVID
VIKING STEEL DIVISION,MAAA0720717,2000,1,2000,1,DU PLESSIS LEWISA THEUNSINA
VILLA ENLIGHTED PROJECTS,MAAA0603891,209500,12,209500,12,KETELO TANIA BONGIWE
VILLA ENLIGHTED PROJECTS,MAAA0603891,209500,12,209500,12,KHUMALO Sandile
VILLIERA GUESTHOUSE,MAAA0143370,26200,2,26200,2,BOTES JOHANNES VAN DER SPUY
VILLIERA GUESTHOUSE,MAAA0143370,26200,2,26200,2,BOTES MARIA ARNOLDA MARET
VILLIERA GUESTHOUSE,MAAA0143370,26200,2,26200,2,BOTES SUNANDIE JORET
VILLIERA GUESTHOUSE,MAAA0143370,26200,2,26200,2,VLOK ANCHEN MARI
VILLIERSDORP KOÖPERASIE BEPERK,MAAA0011684,34530.81,15,38228.5,15,LE ROUX Timotheus
VILLIERSDORP KOÖPERASIE BEPERK,MAAA0011684,34530.81,15,38228.5,15,LINGERFELDER ALBERT PIETER
VILLIERSDORP KOÖPERASIE BEPERK,MAAA0011684,34530.81,15,38228.5,15,PHILIP RONALD ROSS FAIRBAIRN
