,No,Institution_name,Item_d,Supplier_name,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num,cleaned_name,Item_desp,No_per_unit,price_per_mask,real_quan
1971,44577,CONSTRUCTION EDUCATION AND TRAINING AUTHORITY,PPE017 2 Layer fabric cloth masks,Moruba Business,0,35.0,238.0,Each,2020-07-05,"R8,330.00",2020-05-29,"R56,670",56670,8330.0,Construction education and training authority,cloth masks,1.0,35.0,238.0
1972,44578,CONSTRUCTION EDUCATION AND TRAINING AUTHORITY,PPE017 2 Layer fabric cloth masks,Moruba Business,0,35.0,92.0,Each,2020-07-05,"R3,220.00",2020-05-29,"R56,670",56670,3220.0,Construction education and training authority,cloth masks,1.0,35.0,92.0
1973,44579,NATIONAL RESEARCH FOUNDATION,PPE017 2 Layer fabric cloth masks,MUAKI GROUP PTY LTD,0,650.0,20.0,Box of 50,2020-07-05,"R13,000.00",2020-05-27,"R13,000",13000,13000.0,National research foundation,cloth masks,50.0,13.0,1000.0
1974,44581,COMPANIES AND INTELLECTUAL PROPERTY COMMISSION,PPE018 3 Layer fabric cloth masks,Agiochem,0,25.0,1200.0,Each,2020-07-05,"R30,000.00",,R0,0,30000.0,Companies and intellectual property commission,cloth masks,1.0,25.0,1200.0
1975,44582,DENEL (PTY) LTD,PPE018 3 Layer fabric cloth masks,Rand Safety Supplies,WASHABLE FACE MASKS,40.25,40.0,Each,2020-07-05,"R1,610.00",,R0,0,1610.0,Denel,cloth masks,1.0,40.25,40.0
1976,44583,EASTERN CAPE - LOCAL GOVERNMENT AND TRADITIONAL AFFAIRS,PPE018 3 Layer fabric cloth masks,AMATOLA CLEANING SUPPLIES,0,25.0,2736.0,Each,2020-07-05,"R68,400.00",2020-09-06,"R68,400",68400,68400.0,Eastern cape - local government and traditional affairs,cloth masks,1.0,25.0,2736.0
1977,44584,MAFUBE LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Itukiseng Textiles and Clothing,0,25.0,750.0,Each,2020-07-05,"R18,500.00",2020-08-18,"R18,500",18500,18500.0,Mafube local municipality,cloth masks,1.0,25.0,750.0
1978,44585,SALDANHA BAY MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Eldorina (Pty) Ltd.,0,25.0,1300.0,Each,2020-07-05,"R32,499.95",2020-05-15,"R32,500",32500,32499.95,Saldanha bay municipality,cloth masks,1.0,25.0,1300.0
1979,44586,SEDIBENG WATER,PPE018 3 Layer fabric cloth masks,Lese Trading and Projects,0,60.0,300.0,Each,2020-07-05,"R18,000.00",,"R18,000",18000,18000.0,Sedibeng water,cloth masks,1.0,60.0,300.0
1980,44587,SEDIBENG WATER,PPE018 3 Layer fabric cloth masks,Lese Trading and Projects,0,60.0,300.0,Each,2020-07-05,"R18,000.00",2020-06-26,"R18,000",18000,18000.0,Sedibeng water,cloth masks,1.0,60.0,300.0
1981,44793,AMATHOLE DISTRICT MUNICIPALITY,PPE001 Surgical masks for patients,Dlokova Holdings,0,184.0,10630.0,Each,2020-08-05,"R1,955,920.00",2020-03-07,"R1,955,920",1955920,1955920.0,Amathole district municipality,PPE001 Surgical masks for patients,1.0,184.0,10630.0
1982,44794,METSIMAHOLO LOCAL MUNICIPALITY,PPE001 Surgical masks for patients,Lekoa Resources,0,800.0,10.0,Box of 50,2020-08-05,"R8,000.00",,"R8,000",8000,8000.0,Metsimaholo local municipality,PPE001 Surgical masks for patients,50.0,16.0,500.0
1983,44795,SOCIAL DEVELOPMENT,PPE001 Surgical masks for patients,LESOLE FACILITIES MANAGEMENT,Surgical face masks,9.99,30000.0,Box of 100,2020-08-05,"R299,700.00",2020-05-19,"R299,700",299700,299700.0,Department of social development,PPE001 Surgical masks for patients,100.0,0.0999,3000000.0
1984,44796,ALL WCG DEPARTMENTS,PPE002 Surgical masks for healt care workers,GROBIR MEDICAL SUPPLIERS (PTY) L,0,14.0,350.0,Each,2020-08-05,"R4,900.00",2020-05-15,"R4,900",4900,4900.0,All wcg departments,PPE002 Surgical masks for health care workers,1.0,14.0,350.0
1985,44797,ETHEKWINI MUNICIPALITY,PPE002 Surgical masks for healt care workers,VAWDAS PROMOTIONS,MASK N95 PARTICULATE,6.55,26000.0,Each,2020-08-05,"R170,300.00",2020-02-06,"R195,845",195845,170300.0,Ethekwini municipality,PPE002 Surgical masks for health care workers,1.0,6.55,26000.0
1986,44798,KWAZULU NATAL - HEALTH,PPE002 Surgical masks for healt care workers,PROMED TECHNOLOGIES (PTY) LTD,0,12.31,50000.0,Each,2020-08-05,"R6,152,500.00",2020-05-26,"R6,152,500",6152500,6152500.0,Kwazulu natal - health,PPE002 Surgical masks for health care workers,1.0,12.31,50000.0
1987,44864,ALL WCG DEPARTMENTS,PPE017 2 Layer fabric cloth masks,MASIQHAME TRADING 1057,0,20.5,100184.0,Each,2020-08-05,"R2,053,772.00",,"R2,053,772",2053772,2053772.0,All wcg departments,cloth masks,1.0,20.5,100184.0
1988,44865,ALL WCG DEPARTMENTS,PPE017 2 Layer fabric cloth masks,MASIQHAME TRADING 1057,0,20.5,148646.0,Each,2020-08-05,"R3,047,243.00",,"R3,047,243",3047243,3047243.0,All wcg departments,cloth masks,1.0,20.5,148646.0
1989,44866,ALL WCG DEPARTMENTS,PPE017 2 Layer fabric cloth masks,MASIQHAME TRADING 1057,0,20.5,277848.0,Each,2020-08-05,"R5,695,884.00",,"R5,695,884",5695884,5695884.0,All wcg departments,cloth masks,1.0,20.5,277848.0
1990,44867,ALL WCG DEPARTMENTS,PPE017 2 Layer fabric cloth masks,MASIQHAME TRADING 1057,0,20.5,311882.0,Each,2020-08-05,"R6,393,581.00",,"R6,393,581",6393581,6393581.0,All wcg departments,cloth masks,1.0,20.5,311882.0
1991,44868,ALL WCG DEPARTMENTS,PPE017 2 Layer fabric cloth masks,MASIQHAME TRADING 1057,0,20.5,347758.0,Each,2020-08-05,"R7,129,039.00",,"R7,129,039",7129039,7129039.0,All wcg departments,cloth masks,1.0,20.5,347758.0
1992,44869,ALL WCG DEPARTMENTS,PPE017 2 Layer fabric cloth masks,MASIQHAME TRADING 1057,0,20.5,401394.0,Each,2020-08-05,"R8,228,577.00",,"R8,228,577",8228577,8228577.0,All wcg departments,cloth masks,1.0,20.5,401394.0
1993,44870,ALL WCG DEPARTMENTS,PPE017 2 Layer fabric cloth masks,MASIQHAME TRADING 1057,0,20.5,413166.0,Each,2020-08-05,"R8,469,903.00",,"R8,469,903",8469903,8469903.0,All wcg departments,cloth masks,1.0,20.5,413166.0
1994,44871,ALL WCG DEPARTMENTS,PPE017 2 Layer fabric cloth masks,MASIQHAME TRADING 1057,0,20.5,438658.0,Each,2020-08-05,"R8,992,489.00",,"R8,992,489",8992489,8992489.0,All wcg departments,cloth masks,1.0,20.5,438658.0
1995,44872,CENTRAL KAROO DISTRICT MUNICIPALITY,PPE017 2 Layer fabric cloth masks,Proudly Karoo (Pty)Ltd,0,180.0,160.0,Each,2020-08-05,"R28,800.00",2020-05-12,"R28,800",28800,28800.0,Central karoo district municipality,cloth masks,1.0,180.0,160.0
1996,44873,GEORGE MUNICIPALITY,PPE017 2 Layer fabric cloth masks,MARIETS CELEBRITYS,2-Layer  Cloth Mask,20.0,1500.0,Each,2020-08-05,"R30,000.00",2020-05-29,"R30,000",30000,30000.0,George municipality,cloth masks,1.0,20.0,1500.0
1997,44874,GEORGE MUNICIPALITY,PPE017 2 Layer fabric cloth masks,PLAYTIME PRODUCTIONS,2-Layer  Cloth Mask,19.0,1500.0,Each,2020-08-05,"R28,500.00",2020-05-29,"R28,500",28500,28500.0,George municipality,cloth masks,1.0,19.0,1500.0
1998,44875,KING SABATA DALINDYEBO LOCAL MUNICIPALITY,PPE017 2 Layer fabric cloth masks,Doc lia trading,0,14.75,4500.0,Box of 100,2020-08-05,"R66,375.00",2020-07-07,R0,0,66375.0,King sabata dalindyebo local municipality,cloth masks,100.0,0.1475,450000.0
1999,44876,COMPANIES AND INTELLECTUAL PROPERTY COMMISSION,PPE018 3 Layer fabric cloth masks,Superhealthcare,0,2.73,200.0,Each,2020-08-05,R546.27,,R0,0,546.27,Companies and intellectual property commission,cloth masks,1.0,2.73,200.0
2000,44877,"DEPARTMENT OF PLANNING, MONITORING & EVALUATION (DPME)",PPE018 3 Layer fabric cloth masks,Kaytie  Identity  Promotionals,0,23.0,1000.0,Each,2020-08-05,"R23,000.00",2020-05-22,"R23,000",23000,23000.0,"Department of planning, monitoring & evaluation (dpme)",cloth masks,1.0,23.0,1000.0
2001,44878,EASTERN CAPE - MAYIBUYE TRANSPORT CORPORATION,PPE018 3 Layer fabric cloth masks,Amina Chem,0,30.0,120.0,Each,2020-08-05,"R3,600.00",,"R3,600",3600,3600.0,Eastern cape - mayibuye transport corporation,cloth masks,1.0,30.0,120.0
2002,44879,EXPORT CREDIT INSURANCE CORPORATION OF SOUTH AFRICA LIMITED,PPE018 3 Layer fabric cloth masks,Bizrocket,0,25.0,200.0,Each,2020-08-05,"R5,000.00",2020-05-22,"R5,000",5000,5000.0,Export credit insurance corporation of south africa limited,cloth masks,1.0,25.0,200.0
2003,44880,HESSEQUA MUNICIPALITY,PPE018 3 Layer fabric cloth masks,PIENAAR BROTHERS (PTY) LTD,0,27.5,250.0,Each,2020-08-05,"R33,000.00",,"R33,000",33000,33000.0,Hessequa municipality,cloth masks,1.0,27.5,250.0
2004,44881,KWAZULU NATAL - ARTS AND CULTURE,PPE018 3 Layer fabric cloth masks,Charfos Logistics,0,21.0,1000.0,Each,2020-08-05,"R21,000.00",,R0,0,21000.0,Kwazulu natal - arts and culture,cloth masks,1.0,21.0,1000.0
2005,44882,KWAZULU NATAL DEPARTMENT OF ARTS AND CULTURE,PPE018 3 Layer fabric cloth masks,Charfos Logistics,0,21.0,1000.0,Each,2020-08-05,"R21,000.00",,R0,0,21000.0,Kwazulu natal - arts and culture,cloth masks,1.0,21.0,1000.0
2006,44883,MERAFONG LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Kopanong Bonolo Sewing Co-operative,0,25.0,300.0,Each,2020-08-05,"R7,500.00",2020-02-06,"R7,500",7500,7500.0,Merafong local municipality,cloth masks,1.0,25.0,300.0
2007,44885,NATIONAL DEPARTMENT OF HEALTH,PPE018 3 Layer fabric cloth masks,Tammy Taylor Nails SA Holdings,0,57.5,1400.0,Each,2020-08-05,"R80,500.00",2020-05-13,"R80,500",80500,80500.0,Department of health,cloth masks,1.0,57.5,1400.0
2008,44886,RAILWAY SAFETY REGULATOR,PPE018 3 Layer fabric cloth masks,KAYTIE IDENTITY PROMOTIONALS,0,25.0,300.0,Each,2020-08-05,"R7,500.30",2020-05-20,"R7,500",7500,7500.3,Railway safety regulator,cloth masks,1.0,25.0,300.0
2009,44887,SASSA,PPE018 3 Layer fabric cloth masks,Digital and Communication Solutions,FACE SHIELDS,108.0,1000.0,Each,2020-08-05,"R108,000.00",,"R108,000",108000,108000.0,South african social security agency,cloth masks,1.0,108.0,1000.0
2010,44888,SASSA,PPE018 3 Layer fabric cloth masks,Digital and Communication Solutions,FACE SHIELDS,324.0,1000.0,Each,2020-08-05,"R324,000.00",2020-05-20,"R324,000",324000,324000.0,South african social security agency,cloth masks,1.0,324.0,1000.0
2011,44889,STELLENBOSCH MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Lynne Stokes,Cloth Masks,26.22,6000.0,Each,2020-08-05,"R157,320.00",2020-06-26,"R157,320",157320,157320.0,Stellenbosch municipality,cloth masks,1.0,26.22,6000.0
2012,44890,UMZIMKHULU MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Mntaka S. (Petty Cash),0,100.0,166.0,Each,2020-08-05,"R16,600.00",2020-02-06,"R16,600",16600,16600.0,Umzimkhulu municipality,cloth masks,1.0,100.0,166.0
2013,44976,MERAFONG LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Rudo Home Based Care,0,25.0,300.0,Each,2020-09-05,"R7,500.00",2020-10-07,"R7,500",7500,7500.0,Merafong local municipality,cloth masks,1.0,25.0,300.0
2014,45045,GAUTENG - HEALTH,Mask face surgical type1 fluid 0 1mm thk,QESTMED,0,45.2,3000.0,Box of 100,2020-11-05,"R135,600.00",,R0,0,135600.0,Gauteng - health,Uncategorized masks,100.0,0.452,300000.0
2015,45083,HOME AFFAIRS,PPE001 Surgical masks for patients,Phumaphambili Agriculture And Textile,0,50.0,500.0,Box of 100,2020-11-05,"R25,000.00",2020-05-28,"R25,000",25000,25000.0,Home affairs,PPE001 Surgical masks for patients,100.0,0.5,50000.0
2016,45084,MANDELA BAY DEVELOPMENT AGENCY,PPE001 Surgical masks for patients,OVERALL EVENTS & COMMUNICATIONS,3PLY SURGICAL MASKS,13.23,3000.0,Each,2020-11-05,"R39,675.00",2020-05-29,"R45,626",45626,39675.0,Mandela bay development agency,PPE001 Surgical masks for patients,1.0,13.23,3000.0
2017,45085,OVERSTRAND MUNICIPALITY,PPE001 Surgical masks for patients,HEALTHANDS (PTY) LTD,MASK: SURGICAL WITH ELASTIC SINGLE USE 50'S,1100.0,100.0,Box of 50,2020-11-05,"R110,000.00",2020-05-20,"R110,000",110000,110000.0,Overstrand municipality,PPE001 Surgical masks for patients,50.0,22.0,5000.0
2018,45086,PERISHABLE PRODUCTS EXPORT CONTROL BOARD,PPE001 Surgical masks for patients,Safetymate,0,776.25,20.0,Box of 50,2020-11-05,"R15,525.00",2020-06-30,"R15,525",15525,15525.0,Perishable products export control board,PPE001 Surgical masks for patients,50.0,15.525,1000.0
2019,45087,SOUTH AFRICAN NATIONAL SPACE AGENCY (SANSA),PPE001 Surgical masks for patients,Yes Direct Trading,0,42.32,700.0,Each,2020-11-05,"R29,624.00",2020-05-30,"R29,624",29624,29624.0,South african national space agency,PPE001 Surgical masks for patients,1.0,42.32,700.0
2020,45088,SOUTH AFRICAN REVENUE SERVICE,PPE001 Surgical masks for patients,JD Strategic Investments,0,562.1,2634.0,Box of 50,2020-11-05,"R1,480,571.40",2020-05-26,"R1,480,571",1480571,1480571.4,South african revenue services,PPE001 Surgical masks for patients,50.0,11.242,131700.0
2021,45089,WC PUBLIC ENTITIES,PPE001 Surgical masks for patients,MJ Civils,0,38.0,1100.0,Each,2020-11-05,"R41,800.00",2020-05-20,"R41,800",41800,41800.0,Wc public entities,PPE001 Surgical masks for patients,1.0,38.0,1100.0
2022,45090,ETDP SETA,PPE002 Surgical masks for healt care workers,Immaculate Bliss,surgical masks,25.0,650.0,Each,2020-11-05,"R16,250.00",2020-06-18,"R84,010",84010,16250.0,Education training and development practices seta,PPE002 Surgical masks for health care workers,1.0,25.0,650.0
2023,45091,SEKHUKHUNE DISTRICT MUNICIPALITY,PPE002 Surgical masks for healt care workers,SMDJ Info Tech,0,16.0,1000.0,Each,2020-11-05,"R16,000.00",2021-06-30,"R16,000",16000,16000.0,Sekhukhune district municipality,PPE002 Surgical masks for health care workers,1.0,16.0,1000.0
2024,45092,ALL WCG DEPARTMENTS,PPE003 Respirator mask,PTA AGENCIES,Masks Respirator N95,6.66,1000050.0,Each,2020-11-05,"R348,235.20",,R0,0,348235.2,All wcg departments,"respirator masks (FFP2, N95)",1.0,6.66,1000050.0
2025,45129,MERSETA,PPE017 2 Layer fabric cloth masks,Motsweding Hygiene Services,0,345.0,75.0,Box of 10,2020-11-05,"R25,875.00",2020-06-25,"R25,875",25875,25875.0,Merseta,cloth masks,10.0,34.5,750.0
2026,45130,NORTH WEST HOUSING CORPORATION,PPE017 2 Layer fabric cloth masks,KETSHABILEMENG TRADING ENTERPRISE,0,22.0,100.0,Each,2020-11-05,"R2,200.00",2020-05-23,"R19,200",19200,2200.0,North west - housing corporation,cloth masks,1.0,22.0,100.0
2027,45131,DENEL (PTY) LTD,PPE018 3 Layer fabric cloth masks,Amawele Golf Promotions LTD,Cloth Mask,21.0,600.0,Each,2020-11-05,"R12,600.00",,R0,0,12600.0,Denel,cloth masks,1.0,21.0,600.0
2028,45132,EASTERN CAPE - SOCIAL DEVELOPMENT AND SPECIAL PROGRAMMES,PPE018 3 Layer fabric cloth masks,Kaizen Primary Co-operative Limited,0,25.0,80.0,Each,2020-11-05,"R2,000.00",2020-06-16,"R2,000",2000,2000.0,Eastern cape - social development and special programmes,cloth masks,1.0,25.0,80.0
2029,45133,GAUTENG - CRADLE OF HUMANKIND WORLD HERITAGE SITE,PPE018 3 Layer fabric cloth masks,Lebomash Design,0,25.0,500.0,Each,2020-11-05,"R12,500.00",2020-05-26,"R12,500",12500,12500.0,Gauteng - cradle of humankind world heritage site,cloth masks,1.0,25.0,500.0
2030,45134,HOME AFFAIRS,PPE018 3 Layer fabric cloth masks,Angieochem,0,50.0,1100.0,Each,2020-11-05,"R55,000.00",2020-09-06,"R55,000",55000,55000.0,Home affairs,cloth masks,1.0,50.0,1100.0
2031,45135,LAINGSBURG MUNICIPALITY,PPE018 3 Layer fabric cloth masks,OK FOODS,0,35.0,50.0,Each,2020-11-05,"R1,750.00",2020-06-22,"R1,750",1750,1750.0,Laingsburg municipality,cloth masks,1.0,35.0,50.0
2032,45237,GAUTENG - HEALTH,Mask face 3ply loops with tie disposable,LNG SCIENTIFIC,0,17.99,1000000.0,Each,2020-12-05,"R17,990,000.00",,R0,0,17990000.0,Gauteng - health,Uncategorized masks,1.0,17.99,1000000.0
2033,45238,GAUTENG - HEALTH,Mask face 3ply loops with tie disposable,BLACK RENAISSANCE SUPPLY CHAIN,0,22.0,9500.0,Each,2020-12-05,"R209,000.00",2020-05-22,"R209,000",209000,209000.0,Gauteng - health,Uncategorized masks,1.0,22.0,9500.0
2034,45239,GAUTENG - HEALTH,Mask face surgical with ties 3 ply,NEW AGE MEDIDENT,0,43.0,500.0,Box of 100,2020-12-05,"R21,500.00",,R0,0,21500.0,Gauteng - health,Uncategorized masks,100.0,0.43,50000.0
2035,45292,MTHONJANENI LOCAL MUNICIPALITY,PPE001 Surgical masks for patients,Cherma Sales & Maintenance cc,0,11.96,500.0,Each,2020-12-05,"R5,980.00",2020-07-07,"R5,980",5980,5980.0,Mthonjaneni local municipality,PPE001 Surgical masks for patients,1.0,11.96,500.0
2036,45294,SOUTH AFRICAN NATIONAL SPACE AGENCY (SANSA),PPE001 Surgical masks for patients,Angieochem,0,12.0,1000.0,Each,2020-12-05,"R12,000.00",2020-05-30,"R12,000",12000,12000.0,South african national space agency,PPE001 Surgical masks for patients,1.0,12.0,1000.0
2037,45295,SOUTH AFRICAN NATIONAL SPACE AGENCY (SANSA),PPE001 Surgical masks for patients,KAAP AGRI BEDRYF BEPERK,0,667.54,8.0,Box of 50,2020-12-05,"R5,340.32",,"R3,540",3540,5340.32,South african national space agency,PPE001 Surgical masks for patients,50.0,13.3508,400.0
2038,45296,BELA-BELA LOCAL MUNICIPALITY,PPE002 Surgical masks for healt care workers,CHARIKATE,0,7.0,376.0,Box of 100,2020-12-05,"R2,632.00",2020-03-06,"R2,632",2632,2632.0,Bela-bela local municipality,PPE002 Surgical masks for health care workers,100.0,0.07,37600.0
2039,45298,MTHONJANENI LOCAL MUNICIPALITY,PPE003 Respirator mask,Bargain Uniforms & Sports,0,109.25,30.0,Each,2020-12-05,"R3,277.50",2020-05-15,"R3,278",3278,3277.5,Mthonjaneni local municipality,"respirator masks (FFP2, N95)",1.0,109.25,30.0
2040,45321,HOME AFFAIRS,PPE017 2 Layer fabric cloth masks,Flamigo Moon Trading 146,0,41.4,4500.0,Each,2020-12-05,"R186,300.00",2020-03-06,"R186,300",186300,186300.0,Home affairs,cloth masks,1.0,41.4,4500.0
2041,45322,RAILWAY SAFETY REGULATOR,PPE017 2 Layer fabric cloth masks,Uniko Lolwethu Enterprise,0,25.0,5000.0,Each,2020-12-05,"R125,000.00",2020-05-25,"R125,000",125000,125000.0,Railway safety regulator,cloth masks,1.0,25.0,5000.0
2042,45324,BELA-BELA LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,K2019167818,0,25.0,200.0,Each,2020-12-05,"R5,000.00",2020-05-29,"R5,000",5000,5000.0,Bela-bela local municipality,cloth masks,1.0,25.0,200.0
2043,45325,DENEL (PTY) LTD,PPE018 3 Layer fabric cloth masks,Embroidery-N-Mor,Cloth Mask,40.0,40.0,Each,2020-12-05,"R1,600.00",2020-12-05,"R1,600",1600,1600.0,Denel,cloth masks,1.0,40.0,40.0
2044,45326,EASTERN CAPE - RURAL DEVELOPMENT AND AGRARIAN REFORM,PPE018 3 Layer fabric cloth masks,Libizona Training,0,25.0,1000.0,Each,2020-12-05,"R25,000.00",2020-05-19,"R25,000",25000,25000.0,Eastern cape - rural development and agrarian reform,cloth masks,1.0,25.0,1000.0
2045,45328,MERAFONG LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Kopanong Sewing Co-operative,0,25.0,160.0,Each,2020-12-05,"R4,000.00",2020-06-30,"R4,000",4000,4000.0,Merafong local municipality,cloth masks,1.0,25.0,160.0
2046,45329,MTHONJANENI LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Bargain Uniforms & Sports,0,37.38,500.0,Each,2020-12-05,"R18,690.00",2020-05-15,"R18,690",18690,18690.0,Mthonjaneni local municipality,cloth masks,1.0,37.38,500.0
2047,45330,SASSA,PPE018 3 Layer fabric cloth masks,Esprior General Trading,Face Cloth Masks,25.0,1430.0,Each,2020-12-05,"R35,750.00",,"R35,750",35750,35750.0,South african social security agency,cloth masks,1.0,25.0,1430.0
2048,45331,SASSA,PPE018 3 Layer fabric cloth masks,Esprior General Trading,Face Cloth Masks,75.0,1430.0,Each,2020-12-05,"R107,250.00",2020-07-23,"R107,250",107250,107250.0,South african social security agency,cloth masks,1.0,75.0,1430.0
2049,45332,SASSA,PPE018 3 Layer fabric cloth masks,Seding sa Tsebo Development Primary Co-Operative,Face Cloth Masks,25.0,2000.0,Each,2020-12-05,"R50,000.00",,"R50,000",50000,50000.0,South african social security agency,cloth masks,1.0,25.0,2000.0
2050,45333,SASSA,PPE018 3 Layer fabric cloth masks,Seding sa Tsebo Development Primary Co-Operative,Face Cloth Masks,75.0,2000.0,Each,2020-12-05,"R150,000.00",2020-05-18,"R150,000",150000,150000.0,South african social security agency,cloth masks,1.0,75.0,2000.0
2051,45463,GAUTENG - HEALTH,Mask face surgical with ties 3 ply,SYNTHETIC FABRICATION AND ENGINEERI,0,14.77,33000.0,Box of 100,2020-01-06,"R487,410.00",2020-07-13,"R487,410",487410,487410.0,Gauteng - health,Uncategorized masks,100.0,0.1477,3300000.0
2052,45464,GAUTENG - HEALTH,Mask face tie back adults 3 layer cloth,LUKHANE CREATIONS,0,40.25,600.0,Each,2020-01-06,"R24,150.00",2020-07-20,"R24,150",24150,24150.0,Gauteng - health,cloth masks,1.0,40.25,600.0
2053,45465,GAUTENG - HEALTH,Mask respirator with straps FFP2 20/b,WINTERVELD ADVANCE HEALTHCARE,0,400.2,200.0,Box of 100,2020-01-06,"R80,040.00",2020-07-09,"R80,040",80040,80040.0,Gauteng - health,"respirator masks (FFP2, N95)",100.0,4.002,20000.0
2054,45511,DEFENCE,PPE001 Surgical masks for patients,Murunwa Consulting,0,16.96,60000.0,Each,2020-01-06,"R44,214.00",2020-06-12,"R44,214",44214,44214.0,Defence,PPE001 Surgical masks for patients,1.0,16.96,60000.0
2055,45513,DEFENCE,PPE001 Surgical masks for patients,Did Mecal (Pty) Ltd,0,17.2,60000.0,Each,2020-01-06,"R11,689.00",2020-06-24,"R11,689",11689,11689.0,Defence,PPE001 Surgical masks for patients,1.0,17.2,60000.0
2056,45516,DEFENCE,PPE001 Surgical masks for patients,Vhuthu (Pty) Ltd,0,16.95,60000.0,Each,2020-01-06,"R44,213.00",2020-06-24,"R44,213",44213,44213.0,Defence,PPE001 Surgical masks for patients,1.0,16.95,60000.0
2057,45517,DEFENCE,PPE001 Surgical masks for patients,Vhuyo Consulting,0,17.45,60000.0,Each,2020-01-06,"R17,168.00",2020-06-24,"R17,168",17168,17168.0,Defence,PPE001 Surgical masks for patients,1.0,17.45,60000.0
2058,45518,DEFENCE,PPE001 Surgical masks for patients,Azmerc Consulting,0,17.4,60000.0,Each,2020-01-06,"R16,072.00",2020-06-25,"R16,072",16072,16072.0,Defence,PPE001 Surgical masks for patients,1.0,17.4,60000.0
2059,45519,MOSSEL BAY MUNICIPALITY,PPE002 Surgical masks for healt care workers,Q Tique 211,0,530.0,300.0,Box of 50,2020-01-06,"R159,000.00",2020-06-15,"R159,000",159000,159000.0,Mossel bay municipality,PPE002 Surgical masks for health care workers,50.0,10.6,15000.0
2060,45538,KWAZULU NATAL - ECONOMIC DEVELOPMENT AND TOURISM,PPE018 3 Layer fabric cloth masks,Madladleni Clothing and Embroidery,0,23.5,3000.0,Each,2020-01-06,"R70,500.00",2020-07-30,"R70,500",70500,70500.0,Kwazulu natal - economic development and tourism,cloth masks,1.0,23.5,3000.0
